ip,port,org,city,country,source_file,sample_host
134.185.88.235,2096,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://134.185.88.235:2096
134.185.89.108,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://134.185.89.108
134.185.91.108,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://134.185.91.108
134.185.96.177,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,134.185.96.177:443
134.185.97.33,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,134.185.97.33:443
134.185.99.132,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,134.185.99.132:443
136.248.115.138,443,Oracle Corporation,Wayland,US,2026-03-15-oracle-us-batch-01.csv,https://136.248.115.138
136.248.68.146,80,Oracle Corporation,Wayland,US,2026-03-15-oracle-us-batch-01.csv,136.248.68.146
137.131.16.222,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.16.222
137.131.19.31,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.19.31
137.131.19.74,2053,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,137.131.19.74:2053
137.131.20.151,8443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.20.151:8443
137.131.29.190,2443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,137.131.29.190:2443
137.131.5.203,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.5.203
137.131.55.145,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,137.131.55.145:443
137.131.58.128,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.58.128
137.131.59.0,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.59.0
137.131.8.105,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.8.105
137.131.8.2,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.8.2
138.2.10.226,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.10.226
138.2.101.183,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.101.183
138.2.102.105,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.102.105
138.2.103.213,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,138.2.103.213:443
138.2.104.238,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,138.2.104.238:443
138.2.106.64,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,138.2.106.64:443
138.2.107.0,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.107.0
138.2.11.225,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.11.225:443
138.2.110.137,8443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,138.2.110.137:8443
138.2.111.233,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.111.233
138.2.111.37,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.111.37
138.2.14.215,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.14.215
138.2.14.49,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.14.49:443
138.2.15.102,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.15.102
138.2.16.61,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.16.61:8443
138.2.17.28,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.17.28:443
138.2.18.82,8880,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.18.82:8880
138.2.19.153,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.19.153
138.2.19.236,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.19.236
138.2.2.28,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.2.28
138.2.21.81,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.21.81:443
138.2.22.128,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.22.128
138.2.22.178,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.22.178:443
138.2.22.73,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.22.73:443
138.2.224.183,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,138.2.224.183:443
138.2.226.178,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.226.178
138.2.226.71,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.226.71
138.2.227.217,8880,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.227.217:8880
138.2.228.82,1988,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.228.82:1988
138.2.231.62,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.231.62
138.2.232.216,8443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.232.216:8443
138.2.236.155,9999,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.236.155:9999
138.2.238.240,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.238.240
138.2.26.66,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.26.66
138.2.29.16,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.29.16
138.2.29.223,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.29.223:443
138.2.3.84,4433,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.3.84:4433
138.2.3.89,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.3.89:443
138.2.30.222,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.30.222:443
138.2.31.137,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.31.137
138.2.31.37,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.31.37
138.2.31.40,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.31.40
138.2.32.6,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://z.fortis931.icu
138.2.35.25,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.35.25
138.2.36.109,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.36.109
138.2.36.167,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.36.167
138.2.36.3,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.36.3
138.2.39.24,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.39.24:443
138.2.41.12,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.41.12
138.2.41.233,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.41.233
138.2.42.95,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.42.95
138.2.45.20,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.45.20
138.2.45.232,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.45.232:443
138.2.49.197,587,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.49.197:587
138.2.49.34,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.49.34:8443
138.2.5.136,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.5.136:443
138.2.50.0,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.50.0
138.2.54.127,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.54.127:443
138.2.54.176,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.54.176
138.2.55.219,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.55.219:8443
138.2.57.10,444,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.57.10:444
138.2.58.197,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.58.197
138.2.59.101,8080,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.59.101:8080
138.2.59.112,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.59.112:443
138.2.6.223,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.6.223:443
138.2.60.150,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.60.150:8443
138.2.61.7,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.61.7
138.2.62.209,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.62.209
138.2.64.175,6443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.64.175:6443
138.2.64.229,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,138.2.64.229:443
138.2.64.36,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,138.2.64.36:443
138.2.65.212,8880,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.65.212:8880
138.2.65.222,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.65.222
138.2.69.246,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.69.246
138.2.7.52,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.7.52:443
138.2.74.42,8888,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.74.42:8888
138.2.76.73,8443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.76.73:8443
138.2.79.198,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.79.198
138.2.8.6,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.8.6
138.2.80.155,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.80.155
138.2.81.209,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.81.209
138.2.81.228,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.81.228
138.2.85.81,2083,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.85.81:2083
138.2.87.237,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.87.237
138.2.91.93,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.91.93
138.2.92.242,3128,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,138.2.92.242:3128
138.2.92.55,8888,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.92.55:8888
138.2.93.229,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,138.2.93.229:443
138.2.93.251,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.93.251
138.2.94.138,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.94.138
138.2.98.212,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://138.2.98.212
138.3.208.249,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.208.249:443
138.3.209.104,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.209.104
138.3.209.12,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.209.12
138.3.209.143,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.209.143:443
138.3.211.22,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.211.22:8443
138.3.212.247,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.212.247:443
138.3.214.171,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.214.171
138.3.216.18,587,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.216.18:587
138.3.216.217,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.216.217
138.3.217.167,587,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.217.167:587
138.3.218.36,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.218.36
138.3.221.45,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.221.45:443
138.3.222.201,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.222.201
138.3.222.33,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.222.33
139.162.101.44,,AKAMAI-LINODE-AP Akamai Connected Cloud,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,139-162-101-44.ip.linodeusercontent.com
139.180.206.78,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,139.180.206.78.vultrusercontent.com
140.238.35.144,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,140.238.35.144:443
140.238.38.31,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.238.38.31:8443
140.238.38.81,587,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,140.238.38.81:587
140.238.39.149,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.238.39.149
140.238.49.120,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.238.49.120
140.238.49.222,10443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,140.238.49.222:10443
140.238.51.18,10003,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.238.51.18:10003
140.238.51.35,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,140.238.51.35:443
140.238.58.129,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.238.58.129
140.238.60.87,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,140.238.60.87:8443
140.245.100.108,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.100.108
140.245.100.175,2053,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.100.175:2053
140.245.100.35,8880,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.100.35:8880
140.245.102.154,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.102.154
140.245.106.101,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.106.101:443
140.245.107.0,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.107.0:8443
140.245.109.39,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.109.39:443
140.245.112.31,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.112.31
140.245.114.230,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://wronglab.space
140.245.115.250,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.115.250:443
140.245.121.159,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.121.159
140.245.121.163,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.121.163
140.245.124.158,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.124.158
140.245.124.194,80,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,merdu.id
140.245.124.232,8090,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.124.232:8090
140.245.124.237,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.124.237:443
140.245.125.229,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.125.229
140.245.126.108,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.126.108
140.245.126.198,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.126.198:8443
140.245.127.12,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.127.12:443
140.245.19.78,444,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.19.78:444
140.245.252.127,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.252.127
140.245.32.180,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.32.180
140.245.33.193,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.33.193:8443
140.245.33.236,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,yerc.art:443
140.245.34.72,2053,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.34.72:2053
140.245.35.161,8880,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.35.161:8880
140.245.37.38,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.37.38
140.245.38.174,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.38.174
140.245.38.33,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.38.33:443
140.245.38.40,2096,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.38.40:2096
140.245.42.30,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.42.30
140.245.43.13,8880,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.43.13:8880
140.245.43.3,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.43.3:443
140.245.44.79,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.44.79
140.245.45.168,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.45.168
140.245.47.183,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.47.183
140.245.49.15,80,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,s3-hxd.solitud.es
140.245.51.218,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.51.218:443
140.245.51.230,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.51.230
140.245.51.234,8899,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.51.234:8899
140.245.51.48,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.51.48:443
140.245.53.136,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.53.136
140.245.53.45,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.53.45:443
140.245.53.5,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.53.5
140.245.54.180,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.54.180
140.245.57.184,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.57.184:8443
140.245.58.23,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.58.23:443
140.245.59.102,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.59.102:8443
140.245.59.245,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://sg.nitxl.pro
140.245.60.222,8880,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.60.222:8880
140.245.62.143,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.62.143:443
140.245.62.237,2053,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.62.237:2053
140.245.62.90,2096,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.62.90:2096
140.245.63.87,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.63.87
140.245.64.151,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.64.151
140.245.64.233,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.64.233:443
140.245.64.252,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.64.252:443
140.245.65.244,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.65.244
140.245.66.220,7443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.66.220:7443
140.245.67.129,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.67.129:443
140.245.69.124,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.69.124:443
140.245.69.167,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.69.167
140.245.69.19,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.69.19:443
140.245.69.29,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.69.29
140.245.70.175,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.70.175:443
140.245.70.57,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.70.57
140.245.71.240,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.71.240:443
140.245.71.47,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.71.47:443
140.245.74.140,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.74.140
140.245.74.84,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.74.84
140.245.75.11,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.75.11:443
140.245.75.217,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.75.217:443
140.245.76.190,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.76.190:443
140.245.77.206,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.77.206
140.245.82.206,4433,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.82.206:4433
140.245.84.178,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.84.178:443
140.245.84.87,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.84.87:443
140.245.85.101,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.85.101
140.245.85.79,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.85.79:443
140.245.86.105,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.86.105
140.245.86.255,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.86.255:443
140.245.86.98,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.86.98
140.245.88.249,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.88.249
140.245.89.206,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.89.206:443
140.245.90.105,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.90.105
140.245.90.243,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.90.243
140.245.90.56,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.90.56:8443
140.245.91.117,9999,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.91.117:9999
140.245.92.183,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.92.183:443
140.245.92.28,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.92.28:443
140.245.93.111,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.93.111
140.245.93.36,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.93.36:443
140.245.97.217,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.97.217:443
140.245.98.175,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.98.175
140.83.34.214,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.34.214:8443
140.83.34.245,9443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.34.245:9443
140.83.34.97,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.34.97
140.83.35.102,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.35.102
