ip,port,org,city,country,source_file,sample_host,score
141.147.148.72,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.148.72,9
140.83.62.4,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.62.4,9
158.101.131.94,2083,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.131.94:2083,7
131.186.45.156,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://131.186.45.156,9
64.110.103.174,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.103.174,9
138.2.3.84,4433,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.3.84:4433,4
140.238.49.120,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.238.49.120,9
141.147.160.101,55555,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.160.101:55555,5
150.230.107.25,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.107.25:8443,7
138.2.49.34,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.49.34:8443,4
140.238.38.31,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.238.38.31:8443,7
138.2.36.3,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.36.3,9
152.69.205.38,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.205.38,9
138.2.41.233,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.41.233,9
138.2.15.102,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.15.102,9
64.110.111.108,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.111.108,9
141.147.146.9,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.146.9,9
168.138.42.188,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.42.188,9
138.3.214.171,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.214.171,9
131.186.44.195,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,131.186.44.195:443,6
150.230.207.188,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.207.188,9
131.186.44.45,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,131.186.44.45:443,6
138.3.218.36,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.218.36,9
138.2.31.40,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.31.40,9
150.230.98.140,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.98.140:443,6
138.3.216.217,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.216.217,9
138.2.31.37,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.31.37,9
155.248.181.102,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.181.102:443,6
138.2.14.215,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.14.215,9
138.3.208.249,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.208.249:443,6
150.230.108.220,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.108.220:443,6
155.248.186.57,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.186.57,9
138.2.10.226,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.10.226,9
138.2.31.137,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.31.137,9
132.145.125.101,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://132.145.125.101,9
150.230.197.210,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.197.210:443,6
155.248.160.173,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.160.173:443,6
138.2.6.223,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.6.223:443,6
158.101.85.48,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.85.48:443,6
141.147.189.47,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.189.47,9
150.230.223.192,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.223.192,9
138.2.11.225,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.11.225:443,6
138.2.22.178,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.22.178:443,6
138.2.29.16,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.29.16,9
141.147.167.154,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.167.154,9
158.101.74.243,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.74.243:443,6
138.2.2.28,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.2.28,9
138.3.222.33,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.222.33,9
155.248.185.37,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.185.37:443,6
155.248.168.231,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.168.231,9
155.248.181.189,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.181.189,9
193.123.165.43,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://193.123.165.43,9
138.2.62.209,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.62.209,9
155.248.174.109,80,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.174.109,2
141.147.184.239,80,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.184.239,2
150.230.221.8,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.221.8:443,6
150.230.218.1,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.218.1:443,6
138.2.7.52,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.7.52:443,6
150.230.194.208,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.194.208,9
131.186.39.42,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://131.186.39.42,9
141.147.179.48,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.179.48:443,6
138.3.209.143,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.209.143:443,6
132.226.7.85,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://132.226.7.85,9
168.138.216.195,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.216.195:443,6
138.2.3.89,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.3.89:443,6
155.248.173.91,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.173.91,9
152.70.99.46,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.99.46,9
155.248.173.250,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.173.250,9
138.2.50.0,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.50.0,9
131.186.42.81,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,131.186.42.81:443,6
150.230.203.210,8099,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.203.210:8099,5
155.248.169.244,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.169.244,9
152.70.111.253,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,152.70.111.253:443,6
150.230.223.23,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.223.23,9
138.2.17.28,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.17.28:443,6
131.186.61.19,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,131.186.61.19:443,6
155.248.183.218,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.183.218:443,6
138.2.21.81,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.21.81:443,6
150.230.217.173,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.217.173:443,6
132.145.117.61,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://132.145.117.61,9
138.2.29.223,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.29.223:443,6
155.248.186.140,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.186.140,9
150.230.107.144,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.107.144:443,6
138.2.45.20,80,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,check.cutecloudone.de,2
141.147.164.156,80,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,download.mengyun.link,3
150.230.107.220,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://max5.top,8
141.147.185.2,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.185.2:443,6
141.147.174.120,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.174.120:443,6
141.147.165.166,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.165.166:443,6
155.248.167.210,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.167.210:443,6
158.101.77.33,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.77.33:443,6
131.186.34.205,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://131.186.34.205,9
141.147.184.139,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.184.139:443,6
131.186.34.48,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://131.186.34.48,9
155.248.175.55,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.175.55:443,6
138.2.14.49,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.2.14.49:443,6
64.110.101.31,8888,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,64.110.101.31:8888,2
150.230.61.95,8880,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.61.95:8880,5
168.138.218.128,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.218.128:443,6
152.70.101.18,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.101.18,9
138.3.209.12,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.3.209.12,9
155.248.186.204,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.186.204:443,6
150.230.199.96,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.199.96:443,6
141.147.168.34,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.168.34:443,6
131.186.60.231,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,131.186.60.231:443,6
138.3.221.45,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,138.3.221.45:443,6
155.248.162.184,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.162.184,9
168.138.202.49,5443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.202.49:5443,5
141.147.169.152,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.169.152:443,6
140.83.86.166,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,140.83.86.166:443,6
132.226.12.74,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://132.226.12.74,9
131.186.33.68,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,131.186.33.68:443,6
138.2.19.236,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://138.2.19.236,9
141.147.162.10,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.162.10:443,6
152.70.111.7,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.111.7,9
132.226.8.222,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,132.226.8.222:443,6
141.148.158.226,2053,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,141.148.158.226:2053,4
192.9.236.203,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.236.203:443,6
129.153.220.206,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,129.153.220.206:443,6
192.18.137.175,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.137.175,8
150.136.254.189,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.254.189,9
129.213.55.160,80,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,129.213.55.160,2
129.146.143.204,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,129.146.143.204:443,6
141.148.150.233,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.150.233,9
136.248.68.146,80,Oracle Corporation,Wayland,US,2026-03-15-oracle-us-batch-01.csv,136.248.68.146,2
137.131.5.203,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,https://137.131.5.203,9
192.18.131.88,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.131.88,9
129.146.165.161,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,129.146.165.161:443,6
152.67.232.72,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.67.232.72,9
40.233.71.238,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.71.238:443,6
129.213.36.42,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://129.213.36.42,9
129.146.246.3,80,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,129.146.246.3,2
129.159.47.168,2053,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,129.159.47.168:2053,4
146.235.199.164,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,146.235.199.164:443,6
163.192.47.170,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,163.192.47.170:443,6
151.145.74.165,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.74.165,9
140.245.252.127,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.252.127,9
161.33.187.132,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.187.132,9
129.159.37.136,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://129.159.37.136,9
140.245.112.31,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.112.31,9
132.145.166.33,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,132.145.166.33:443,6
137.131.55.145,443,Oracle Corporation,La Jolla,US,2026-03-15-oracle-us-batch-01.csv,137.131.55.145:443,6
140.245.69.124,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.69.124:443,6
158.101.15.61,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,158.101.15.61:443,6
168.107.46.1,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.46.1:443,6
129.153.124.177,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.153.124.177,9
129.146.188.242,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.188.242,9
192.9.130.40,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.130.40,9
161.33.192.115,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.192.115:443,6
192.9.154.251,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.154.251,9
134.185.88.229,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://134.185.88.229,9
129.146.252.95,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.252.95,8
193.122.194.62,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,193.122.194.62:443,6
140.245.47.183,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.47.183,8
129.146.213.162,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.213.162,9
151.145.42.40,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.42.40,9
129.158.54.181,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://129.158.54.181,9
167.234.219.172,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,167.234.219.172:443,6
150.136.254.79,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.254.79:443,6
151.145.70.176,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.70.176,9
152.70.125.163,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.125.163,9
132.226.26.196,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://132.226.26.196,9
140.245.84.87,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.84.87:443,6
192.18.130.61,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.130.61,9
146.235.232.141,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.232.141,8
138.2.226.178,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.226.178,9
129.121.34.61,443,Oracle Corporation,Burlington,US,2026-03-15-oracle-us-batch-01.csv,https://129.121.34.61,9
192.9.157.99,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.157.99:443,6
192.9.235.195,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.235.195,9
150.230.39.219,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,150.230.39.219:443,6
161.33.212.35,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.212.35:443,6
129.146.129.30,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.129.30,9
192.9.243.199,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.243.199:443,6
192.9.139.160,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.139.160:443,6
40.233.116.225,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://40.233.116.225,9
132.145.217.215,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://132.145.217.215,9
140.245.38.33,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,140.245.38.33:443,6
150.136.105.229,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.105.229:443,6
64.181.247.243,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,64.181.247.243:443,6
134.185.118.75,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://134.185.118.75,9
129.146.254.25,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,129.146.254.25:443,6
164.152.30.179,443,Oracle Corporation,Chicago,US,2026-03-15-oracle-us-batch-01.csv,https://164.152.30.179,9
129.213.60.47,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://129.213.60.47,9
129.80.113.95,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://129.80.113.95,9
158.179.194.232,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.194.232,9
168.107.16.255,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,168.107.16.255:443,6
138.2.238.240,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://138.2.238.240,9
129.146.174.117,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,129.146.174.117:443,6
40.233.82.185,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.82.185:443,6
158.101.47.180,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.47.180,9
146.235.196.203,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.196.203,9
150.230.163.176,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.163.176,9
155.248.200.78,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.200.78,9
141.148.161.95,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,141.148.161.95:443,6
144.24.26.74,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,144.24.26.74:443,6
146.235.231.239,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,146.235.231.239:443,6
146.235.202.132,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,146.235.202.132:443,6
129.153.97.149,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.153.97.149,9
192.9.230.55,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.230.55:443,6
141.148.162.193,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.162.193,9
151.145.76.98,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.76.98:443,6
168.110.62.86,443,Oracle Corporation,Miami,US,2026-03-15-oracle-us-batch-01.csv,168.110.62.86:443,6
150.136.87.192,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.87.192:443,6
161.33.197.129,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.197.129:443,6
129.146.104.110,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.104.110,9
64.181.227.54,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.227.54,9
140.245.32.180,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.32.180,9
159.13.47.219,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.13.47.219,9
64.181.188.99,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,64.181.188.99:443,6
152.70.112.138,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.112.138,9
170.9.43.85,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,170.9.43.85:443,6
161.33.193.130,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.193.130:443,6
158.179.163.155,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.163.155:443,6
150.136.56.16,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.56.16,9
129.146.55.116,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.55.116,9
170.9.26.248,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,170.9.26.248:443,6
129.153.115.165,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,129.153.115.165:443,6
150.230.39.166,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.39.166,9
129.159.84.71,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,129.159.84.71:443,6
129.80.255.149,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,129.80.255.149:443,6
129.146.240.254,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.240.254,9
129.146.3.163,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.3.163,8
40.233.76.142,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://40.233.76.142,9
129.146.137.136,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.146.137.136,9
159.54.129.223,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.129.223,9
140.245.85.101,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://140.245.85.101,9
129.153.126.127,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://129.153.126.127,8
129.153.96.228,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,129.153.96.228:443,6
129.80.132.4,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://129.80.132.4,9
141.148.134.211,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.134.211,9
